version,source_version,method,preset_or_seed,episodes,loose_successes,loose_success_rate,strict_grasp_successes,strict_grasp_success_rate,mean_target_distance,mean_object_z,grasp_successes,diagnosis,paper_boundary,evidence_path,reproduction_command
strict_grasp_success_audit_v1,action_head_control_safety_sweep_v1,object_language_action_head_lite_v1,slower,2,0,0.000,0,0.000,0.1499,0.0249,0,物体高度未超过抬升阈值，严格抓取口径判为失败。,只能写成该口径下未观察到可靠抓取。,docs/action_head_control_safety_sweep.csv,"""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\.venv\Scripts\python.exe"" ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\scripts\run_object_action_head.py"" --model ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\outputs\object_action_head\object_action_head_lite_20260720_044703.npz"" --task place_blue_cube_blue_pad --complexity medium --seed 0 --episodes 2 --steps 2840 --no-viewer --action-alpha 0.15 --max-arm-delta 0.008 --max-gripper-delta 0.00035 --stop-on-unsafe --log-every 0"
strict_grasp_success_audit_v1,action_head_control_safety_sweep_v1,object_language_action_head_lite_v1,very_slow,2,0,0.000,0,0.000,0.1499,0.0249,0,物体高度未超过抬升阈值，严格抓取口径判为失败。,只能写成该口径下未观察到可靠抓取。,docs/action_head_control_safety_sweep.csv,"""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\.venv\Scripts\python.exe"" ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\scripts\run_object_action_head.py"" --model ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\outputs\object_action_head\object_action_head_lite_20260720_044703.npz"" --task place_blue_cube_blue_pad --complexity medium --seed 0 --episodes 2 --steps 2840 --no-viewer --action-alpha 0.08 --max-arm-delta 0.005 --max-gripper-delta 0.0002 --stop-on-unsafe --log-every 0"
strict_grasp_success_audit_v1,action_head_control_safety_sweep_v1,adapter_action_head_lite_v1,current_slow,2,0,0.000,0,0.000,0.1771,0.2910,0,未形成可证明的严格抓取成功。,只能写成该口径下未观察到可靠抓取。,docs/action_head_control_safety_sweep.csv,"""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\.venv\Scripts\python.exe"" ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\scripts\run_peft_action_head.py"" --model ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\outputs\peft_action_head\adapter_action_head_lite_20260720_072914.npz"" --task place_blue_cube_blue_pad --complexity medium --seed 0 --episodes 2 --steps 2840 --no-viewer --action-alpha 0.25 --max-arm-delta 0.012 --max-gripper-delta 0.0005 --stop-on-unsafe --log-every 0"
strict_grasp_success_audit_v1,action_head_control_safety_sweep_v1,adapter_action_head_lite_v1,slower,2,0,0.000,0,0.000,0.1499,0.0249,0,物体高度未超过抬升阈值，严格抓取口径判为失败。,只能写成该口径下未观察到可靠抓取。,docs/action_head_control_safety_sweep.csv,"""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\.venv\Scripts\python.exe"" ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\scripts\run_peft_action_head.py"" --model ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\outputs\peft_action_head\adapter_action_head_lite_20260720_072914.npz"" --task place_blue_cube_blue_pad --complexity medium --seed 0 --episodes 2 --steps 2840 --no-viewer --action-alpha 0.15 --max-arm-delta 0.008 --max-gripper-delta 0.00035 --stop-on-unsafe --log-every 0"
strict_grasp_success_audit_v1,action_head_control_safety_sweep_v1,adapter_action_head_lite_v1,very_slow,2,0,0.000,0,0.000,0.1499,0.0249,0,物体高度未超过抬升阈值，严格抓取口径判为失败。,只能写成该口径下未观察到可靠抓取。,docs/action_head_control_safety_sweep.csv,"""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\.venv\Scripts\python.exe"" ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\scripts\run_peft_action_head.py"" --model ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\outputs\peft_action_head\adapter_action_head_lite_20260720_072914.npz"" --task place_blue_cube_blue_pad --complexity medium --seed 0 --episodes 2 --steps 2840 --no-viewer --action-alpha 0.08 --max-arm-delta 0.005 --max-gripper-delta 0.0002 --stop-on-unsafe --log-every 0"
strict_grasp_success_audit_v1,action_head_control_safety_sweep_v1,lora_action_head_lite_v1,current_slow,2,0,0.000,0,0.000,0.1636,0.0288,0,物体高度未超过抬升阈值，严格抓取口径判为失败。,只能写成该口径下未观察到可靠抓取。,docs/action_head_control_safety_sweep.csv,"""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\.venv\Scripts\python.exe"" ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\scripts\run_peft_action_head.py"" --model ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\outputs\peft_action_head\lora_action_head_lite_20260720_072913.npz"" --task place_blue_cube_blue_pad --complexity medium --seed 0 --episodes 2 --steps 2840 --no-viewer --action-alpha 0.25 --max-arm-delta 0.012 --max-gripper-delta 0.0005 --stop-on-unsafe --log-every 0"
strict_grasp_success_audit_v1,action_head_control_safety_sweep_v1,lora_action_head_lite_v1,slower,2,0,0.000,0,0.000,0.1499,0.0249,0,物体高度未超过抬升阈值，严格抓取口径判为失败。,只能写成该口径下未观察到可靠抓取。,docs/action_head_control_safety_sweep.csv,"""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\.venv\Scripts\python.exe"" ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\scripts\run_peft_action_head.py"" --model ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\outputs\peft_action_head\lora_action_head_lite_20260720_072913.npz"" --task place_blue_cube_blue_pad --complexity medium --seed 0 --episodes 2 --steps 2840 --no-viewer --action-alpha 0.15 --max-arm-delta 0.008 --max-gripper-delta 0.00035 --stop-on-unsafe --log-every 0"
strict_grasp_success_audit_v1,action_head_control_safety_sweep_v1,lora_action_head_lite_v1,very_slow,2,0,0.000,0,0.000,0.1499,0.0249,0,物体高度未超过抬升阈值，严格抓取口径判为失败。,只能写成该口径下未观察到可靠抓取。,docs/action_head_control_safety_sweep.csv,"""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\.venv\Scripts\python.exe"" ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\scripts\run_peft_action_head.py"" --model ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\outputs\peft_action_head\lora_action_head_lite_20260720_072913.npz"" --task place_blue_cube_blue_pad --complexity medium --seed 0 --episodes 2 --steps 2840 --no-viewer --action-alpha 0.08 --max-arm-delta 0.005 --max-gripper-delta 0.0002 --stop-on-unsafe --log-every 0"
strict_grasp_success_audit_v1,candidate_diagnostic_video_index_v1,trajectory_phase_template_bc_v1_candidate,seed1,1,1,1.000,0,0.000,0.0113,0.0249,0,放置距离指标有成功，但没有形成抓取/抬升；更像推放或碰撞到目标附近。,只能作为 ACT/trajectory-conditioned 路线负例，不能写成可靠 ACT baseline。,outputs/videos/trajectory_phase_template_bc_v1_candidate_seed1.mp4,"& ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\.venv\Scripts\python.exe"" ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\scripts\run_trajectory_phase_template_policy.py"" --model ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\outputs\trajectory_phase_template_bc\trajectory_phase_template_bc_20260720_160007.npz"" --task place_blue_cube_blue_pad --complexity medium --seed 1 --episodes 1 --steps 2840 --viewer --duration 60 --speed 0.05 --arm-kp 150 --arm-force 100 --gripper-kp 800 --gripper-force 140 --friction 3.0 --action-alpha 0.35 --max-arm-delta 0.018 --max-gripper-delta 0.0008 --stop-on-unsafe --log-every 500"
strict_grasp_success_audit_v1,candidate_diagnostic_video_index_v1,grasp_gated_trajectory_conditioned_chunk_bc_v1_candidate,seed0,1,1,1.000,0,0.000,0.0562,0.0355,0,放置距离指标有成功，但没有形成抓取/抬升；更像推放或碰撞到目标附近。,只能作为 trajectory-conditioned chunk BC 控制层诊断负例，不能写成已稳定抓取。,outputs/videos/grasp_gated_trajectory_conditioned_chunk_bc_v1_candidate_seed0.mp4,"& ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\.venv\Scripts\python.exe"" ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\scripts\run_chunk_policy.py"" --model ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\outputs\chunk_bc\trajectory_chunk_bc_20260720_043500.npz"" --task place_blue_cube_blue_pad --complexity medium --seed 0 --episodes 1 --steps 2840 --viewer --duration 60 --speed 0.05 --grasp-gate --close-phase 0.22 --release-phase 0.78 --near-threshold 0.11 --release-distance 0.095 --open-gripper 0.037 --close-gripper 0.015 --action-alpha 0.12 --max-arm-delta 0.006 --max-gripper-delta 0.00025 --replan-interval 1 --temporal-ensemble --ensemble-decay 0.1 --gripper-kp 900.0 --gripper-force 180.0 --friction 3.0 --stop-on-unsafe --log-every 500"
strict_grasp_success_audit_v1,candidate_diagnostic_video_index_v1,trajectory_prior_residual_bc_v1_candidate,seed0,1,1,1.000,0,0.000,0.0113,0.0249,0,放置距离指标有成功，但没有形成抓取/抬升；更像推放或碰撞到目标附近。,只能作为 trajectory-conditioned BC / ACT 路线的结构化先验诊断候选，不能写成纯 BC、完整官方 ACT、OpenVLA/OFT 或真实 WidowX 结果。,outputs/videos/trajectory_prior_residual_bc_v1_candidate_seed0.mp4,"& ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\.venv\Scripts\python.exe"" ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\scripts\run_trajectory_prior_residual_policy.py"" --model ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\outputs\trajectory_prior_residual_bc\trajectory_prior_residual_bc_v1_candidate_20260721_040050.npz"" --task place_blue_cube_blue_pad --complexity medium --seed 0 --episodes 1 --steps 2840 --viewer --duration 60 --speed 0.05 --residual-scale 0.25 --action-alpha 1.0 --max-arm-delta 0.02 --max-gripper-delta 0.0008 --gripper-kp 900 --gripper-force 180 --friction 3.0 --log-every 500"
strict_grasp_success_audit_v1,candidate_diagnostic_video_index_v1,preference_trajectory_post_training_v1_candidate,seed0,1,1,1.000,0,0.000,0.0117,0.0249,0,放置距离指标有成功，但没有形成抓取/抬升；更像推放或碰撞到目标附近。,只能作为 trajectory-level preference/reward-weighted 后训练负例，不能写成在线 RL 或真实偏好优化成功。,outputs/videos/preference_trajectory_post_training_v1_candidate_seed0.mp4,"& ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\.venv\Scripts\python.exe"" ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\scripts\run_preference_trajectory_post_training_policy.py"" --model ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\outputs\preference_post_training\preference_trajectory_post_training_20260720_165005.npz"" --task place_blue_cube_blue_pad --complexity medium --seed 0 --episodes 1 --steps 2840 --viewer --duration 60 --speed 0.05 --k 3 --phase-window 0.03 --min-candidates 256 --history-decay 0.25 --preference-power 1.0 --arm-kp 150 --arm-force 100 --gripper-kp 800 --gripper-force 140 --friction 3.0 --action-alpha 0.25 --max-arm-delta 0.012 --max-gripper-delta 0.0005 --replan-interval 1 --temporal-ensemble --ensemble-decay 0.1 --stop-on-unsafe --log-every 500"
strict_grasp_success_audit_v1,candidate_diagnostic_video_index_v1,grasp_gated_torch_act_state_chunk_v1_candidate,seed0,1,0,0.000,0,0.000,0.0831,0.0249,0,物体高度未超过抬升阈值，严格抓取口径判为失败。,只能作为 Torch ACT 控制层诊断负例，不能写成 ACT 已稳定抓取。,outputs/videos/grasp_gated_torch_act_state_chunk_v1_candidate_seed0.mp4,"$env:VLA_TORCH_PACKAGE_DIR=""D:\vla_torch_cuda_pkgs""
& ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\.venv\Scripts\python.exe"" ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\scripts\run_torch_act_policy.py"" --model ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\outputs\torch_act\torch_act_state_chunk_20260720_055409.pt"" --task place_blue_cube_blue_pad --complexity medium --seed 0 --episodes 1 --steps 2840 --viewer --duration 60 --speed 0.05 --grasp-gate --close-phase 0.22 --release-phase 0.78 --near-threshold 0.11 --release-distance 0.095 --open-gripper 0.037 --close-gripper 0.015 --action-alpha 0.12 --max-arm-delta 0.006 --max-gripper-delta 0.00025 --replan-interval 4 --temporal-ensemble --ensemble-decay 0.1 --gripper-kp 900.0 --gripper-force 180.0 --friction 3.0 --stop-on-unsafe --log-every 500"
strict_grasp_success_audit_v1,candidate_diagnostic_video_index_v1,phase_weighted_torch_act_v1_candidate,seed0,1,0,0.000,0,0.000,0.0956,0.0249,0,物体高度未超过抬升阈值，严格抓取口径判为失败。,只能作为阶段加权 ACT 训练诊断负例，不能写成完整 ACT 或稳定抓取成功。,outputs/videos/phase_weighted_torch_act_v1_candidate_seed0.mp4,"$env:VLA_TORCH_PACKAGE_DIR=""D:\vla_torch_cuda_pkgs""
& ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\.venv\Scripts\python.exe"" ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\scripts\run_torch_act_policy.py"" --model ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\outputs\torch_act\phase_weighted_torch_act_v1_candidate_20260720_225108.pt"" --task place_blue_cube_blue_pad --complexity medium --seed 0 --episodes 1 --steps 2840 --viewer --duration 60 --speed 0.02 --action-alpha 0.25 --max-arm-delta 0.012 --max-gripper-delta 0.0005 --replan-interval 4 --temporal-ensemble --ensemble-decay 0.1 --stop-on-unsafe --log-every 500"
strict_grasp_success_audit_v1,candidate_diagnostic_video_index_v1,contact_phase_gated_torch_act_v1_candidate,seed0,1,0,0.000,0,0.000,0.1393,0.0249,0,物体高度未超过抬升阈值，严格抓取口径判为失败。,只能作为 Torch ACT-style 接触/阶段诊断负例，不能写成完整官方 ACT、稳定抓取成功、OpenVLA/OFT 或真实 WidowX 结果。,outputs/videos/contact_phase_gated_torch_act_v1_candidate_seed0.mp4,"& ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\.venv\Scripts\python.exe"" ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\scripts\run_torch_act_policy.py"" --model ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\outputs\torch_act\contact_phase_gated_torch_act_v1_candidate_20260721_003304.pt"" --task place_blue_cube_blue_pad --complexity medium --seed 0 --episodes 1 --steps 2840 --viewer --duration 60 --speed 0.05 --grasp-gate --action-alpha 0.12 --max-arm-delta 0.006 --max-gripper-delta 0.00025 --replan-interval 4 --temporal-ensemble --ensemble-decay 0.1 --gripper-kp 900 --gripper-force 180 --friction 3.0 --stop-on-unsafe --log-every 500"
strict_grasp_success_audit_v1,candidate_diagnostic_video_index_v1,contact_aware_phase_gated_torch_act_v1_candidate,seed0,1,0,0.000,0,0.000,0.1401,0.0249,0,物体高度未超过抬升阈值，严格抓取口径判为失败。,只能写成 trajectory-conditioned / ACT-style 相对几何消融负例，不能写成完整官方 ACT、稳定抓取成功、OpenVLA/OFT 或真实 WidowX 结果。,outputs/videos/contact_aware_phase_gated_torch_act_v1_candidate_seed0.mp4,"& ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\.venv\Scripts\python.exe"" ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\scripts\run_torch_act_policy.py"" --model ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\outputs\torch_act\contact_aware_phase_gated_torch_act_v1_candidate_20260721_004944.pt"" --task place_blue_cube_blue_pad --complexity medium --seed 0 --episodes 1 --steps 2840 --viewer --duration 60 --speed 0.05 --grasp-gate --action-alpha 0.12 --max-arm-delta 0.006 --max-gripper-delta 0.00025 --replan-interval 4 --temporal-ensemble --ensemble-decay 0.1 --gripper-kp 900 --gripper-force 180 --friction 3.0 --stop-on-unsafe --log-every 500"
strict_grasp_success_audit_v1,candidate_diagnostic_video_index_v1,grasp_lift_subpolicy_probe_v1_candidate,seed0,1,1,1.000,0,0.000,0.0056,0.0249,0,放置距离指标有成功，但没有形成抓取/抬升；更像推放或碰撞到目标附近。,只能作为 scripted expert / IK 控制上界和指标口径诊断，不能写成 learned BC/ACT/VLA baseline 成功，也不能替代真实 WidowX 验证。,outputs/videos/grasp_lift_subpolicy_probe_v1_candidate_seed0.mp4,"& ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\.venv\Scripts\python.exe"" ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\scripts\run_expert.py"" --task place_blue_cube_blue_pad --complexity medium --seed 0 --episodes 1 --min-success-rate 0 --viewer --duration 60 --speed 0.02 --arm-kp 150 --arm-force 100 --gripper-kp 800 --gripper-force 140 --friction 3.0 --approach-z 0.12 --grasp-z 0.008 --lift-z 0.18 --retries 2"
strict_grasp_success_audit_v1,candidate_diagnostic_video_index_v1,contact_stage_subpolicy_v1_candidate,seed0,1,1,1.000,0,0.000,0.0090,0.0249,0,放置距离指标有成功，但没有形成抓取/抬升；更像推放或碰撞到目标附近。,只能写成 scripted subpolicy / contact-stage 上界诊断，不能写成 BC、ACT、Diffusion Policy、VLA 或真实 WidowX 学习策略成功。,outputs/videos/contact_stage_subpolicy_v1_candidate_seed0.mp4,"& ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\.venv\Scripts\python.exe"" ""C:\Users\Administrator\Desktop\final project-robot ic\vla_robot_grasping\scripts\run_contact_stage_subpolicy.py"" --task place_blue_cube_blue_pad --complexity medium --seed 0 --episodes 1 --viewer --duration 60 --speed 0.05 --arm-kp 150 --arm-force 100 --gripper-kp 900 --gripper-force 180 --friction 3.0 --retries 2 --log-every 500"
